,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,-35.0,3547407376692229.0,4.530982459037022,9223891.63936945,536830.5751465872,614364.4080663549,0.0004947858527778505,552033.8196216878,1097.9808495168108,1.1149886347538995e-08
1,-37.0,2210267691956544.2,4.530982363862835,8274149.5266314605,540119.5328491698,613199.6316350235,0.0006174460740971272,562517.1487606354,1391.4941164164338,1.4055391517331373e-08
2,-39.0,1373815930876623.5,4.530982340488526,7363987.509529841,539494.2012847881,606772.167267588,0.0006298956966412085,456741.0564872874,1421.127930554212,1.4560339600677707e-08
3,-41.0,851325140656035.8,4.530982300734921,6497680.743467204,539324.9506208835,600502.5440000029,0.0008162034590842866,474973.1698369691,1871.7293019630015,1.9313489474370726e-08
4,-43.0,527564550055665.8,4.530982259590619,5809253.905047531,541848.2698673815,595767.9988490673,0.0006609298718332161,304490.9474998396,1528.4489634409547,1.5889697557724958e-08
5,-45.0,325311489986748.75,4.530982235303603,5111270.842531513,539032.1603348382,585465.5033455783,0.0005657317480140461,205158.83380837552,1327.5678091414738,1.4069665432714373e-08
6,-47.0,200541338840113.06,4.5309820983509965,4551443.698596855,539300.2795394656,577534.7781295204,0.0005937279905312379,174787.50590040535,1419.9500469076447,1.5230909866659204e-08
7,-49.0,123136395163791.75,4.5309820992003615,4028404.2931941496,540406.9233478499,568537.1709230156,0.0006642041282027436,157042.22830777103,1613.4710626555607,1.7579585787075303e-08
8,-51.0,75280825516459.44,4.530982125550396,3548580.088728356,539489.5031297387,556810.6996037067,0.0006329458387696619,118971.90872551501,1559.8556554884417,1.7410169306231182e-08
9,-53.0,45928901760649.7,4.530982080807726,3143157.747184462,539186.8749326734,545866.3203695494,0.0005858480576260332,88322.27093486628,1469.2192908985307,1.6717174311509098e-08
10,-55.0,28027372702234.234,4.53098209040898,2817898.8224752676,542969.5421547681,538610.6686752534,0.0005877970805828194,73260.08472430753,1523.9397224356653,1.741118715870016e-08
11,-57.0,16793927249875.297,4.530982014547766,2421963.102011018,540625.7103129355,520316.4616500667,0.0006676503747159659,64496.054345123004,1766.5159249610733,2.101451279656885e-08
12,-59.0,10196187412938.65,4.53098191516523,2187688.002464045,542915.9388576897,510387.709829802,0.0006397006995332432,51897.15342777502,1737.179443031433,2.099455809201345e-08
13,-61.0,6070583621138.833,4.530982017606038,1903255.1561734504,540771.2733717558,491198.0388747934,0.000695466170298379,45558.55083603528,1958.699797259993,2.46204603371325e-08
14,-63.0,3644205833197.805,4.530981998552371,1707570.1877015345,542585.5034933934,478409.79304085235,0.0006050027849207065,33200.073695466854,1762.4625600588042,2.2682184130928817e-08
15,-65.0,2142279081250.6704,4.530981975488319,1484138.0760018337,540548.3474060091,456921.8693391214,0.0006762550119054538,30111.552252642578,2047.0118029050063,2.76695439893615e-08
16,-67.0,1274443457568.613,4.530981878835946,1334167.2475715282,543561.4548409672,442570.72854301916,0.0006873308886798257,26141.452772595687,2181.778429634054,3.0066298783992806e-08
17,-69.0,744315330805.6173,4.530982040788653,1173088.2310756913,542034.3323206546,422537.5264462925,0.0007024276567389577,22204.192812026246,2300.4091145590646,3.36187957472589e-08
18,-71.0,443199957761.0712,4.530981999174149,1072681.5783505205,542114.0280461083,409973.81758754497,0.0007363485446751177,20591.680790919345,2514.326004819013,3.778708013157939e-08
19,-73.0,260684995087.03568,4.530982046712022,968919.005278827,541145.0840962549,391388.04555118486,0.0007136846922976473,17427.224170571775,2507.595913735102,3.977951568145954e-08
20,-75.0,151967075495.40274,4.530982098822334,870388.6515958137,539963.579328534,375081.80968182755,0.0007289110399127467,15325.845917400788,2665.990732303704,4.4075348704097905e-08
21,-77.0,91674139731.53783,4.530982170206942,821490.6053074716,545675.0890394577,366325.43569696805,0.0007512822765943624,14648.569715397432,2840.8729853503173,4.7804408431773027e-08
22,-79.0,52952932780.9341,4.530982143527115,737265.427709172,540361.2701488843,348157.6081886417,0.0008184862618004595,13943.717209675233,3215.6266079781344,5.73020084715381e-08
23,-81.0,31222929781.65621,4.530982147865591,681545.6446458645,540178.915140785,334668.78559888894,0.0008170968575578239,12698.389756393735,3339.917283406947,6.198748980779101e-08
24,-83.0,18659770862.586594,4.530982131888499,641501.1221511172,539346.8441392133,325359.02531233756,0.0008272457185261347,11934.651922119316,3475.288880664739,6.640815897185348e-08
25,-85.0,11320235357.280056,4.530982105246627,614750.692630257,541174.2802096929,317888.7888426946,0.0010059041903410185,13898.960522862617,4317.583729094127,8.453124067386852e-08
26,-87.0,6777390531.14217,4.530982017260098,581579.342501715,539740.1200401944,308702.84193551604,0.0010786083678542091,14184.12688148825,4804.918562434032,9.712313620013902e-08
27,-89.0,4002871890.691068,4.5309820235607745,543549.5449270166,539477.2631626022,298158.4465515257,0.001161534325091011,14049.621025861474,5330.387920174864,1.11110486145094e-07
28,-91.0,2568793997.1377697,4.530981893980307,552935.9028882503,537346.6729899991,299450.3678747641,0.001373681301540767,16948.60216655198,6143.683592694928,1.2875218224905893e-07
29,-93.0,1559288308.793788,4.53098190309258,531846.7577100273,540909.1990889964,294820.68529377255,0.0013139180982294205,15380.547536215628,6044.801315176883,1.2779199298762478e-07
30,-95.0,979014788.2970265,4.530981861942096,529251.2010958355,541177.2463513482,294062.9047792435,0.0013797425425794484,16300.492843234795,6454.23912655341,1.364423907190826e-07
