,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,-15.0,2.6864641364595994e+17,5.266869543235689,5863721.010289684,595204.1855976176,729101.8188830419,0.0014862682149083626,584058.4818813028,4011.571782842744,3.3347178352016726e-08
1,-20.0,8.899454287314334e+16,5.2668695074716005,7810366.464296681,580860.1450161991,739156.176431442,0.0022229521200356744,1639162.0204250505,5628.101222474477,4.7316366824645684e-08
2,-25.0,2.7452191419554456e+16,5.266868914537608,6638837.172472537,588054.3702376753,729734.4517075683,0.0015621658536565746,798272.2162307166,4114.519136997173,3.4493496059440076e-08
3,-30.0,8520971983534214.0,5.266868966319627,5961066.225191948,617911.300562868,748691.9512824324,0.0019419539870718923,793849.6219767798,5420.940568948048,4.245033125016562e-08
4,-35.0,2549126039432250.0,5.266868855073001,4550850.807706575,623691.5927055585,725983.1445419414,0.003247295877807312,865452.6258380162,9667.361400149646,7.677625735169613e-08
5,-40.0,767129092982752.1,5.266870532429527,3739667.735758738,646261.1036398856,720937.4953296011,0.0059489069953458954,1194627.3239416056,18699.46306802309,1.4561921535261035e-07
6,-45.0,220061573229061.16,5.2668716387340995,2742352.4921860364,590012.8103453851,633961.4272718115,0.003494904705167321,396770.3448215993,10993.810133466846,1.0456723487095587e-07
7,-50.0,63849133217692.13,5.266872000319602,2199783.071082137,604535.5010762675,610554.8827008079,0.0016414630472626835,117091.21973216813,5534.007057860144,5.376426237546639e-08
8,-55.0,17744806799021.703,5.266872253866821,1675121.6160285422,584325.6653687402,552064.606809799,0.0012908659801238915,61511.05492737866,4603.794553330634,5.0838869114500085e-08
9,-60.0,4794333837025.8955,5.266872239736699,1276528.177713134,586217.8172178938,503976.9478703308,0.0010793676476005944,33993.03692239802,4219.240321961581,5.0914219507092184e-08
10,-65.0,1310266099050.9192,5.26687258484572,1031121.1846327322,601603.58429693,465671.71196016954,0.0012217648668159105,28850.669943431276,5357.317965306924,6.854324041682958e-08
11,-70.0,308696821175.79156,5.26687298816338,719448.2094603048,617433.0525196877,395523.0207075578,0.0013163793504804193,20175.307967898785,7176.858900714316,1.050054523332733e-07
12,-75.0,64458003657.4818,5.26687296020436,476644.18273494445,656948.8498705894,314903.6401609218,0.001403325052165541,14438.892011461663,10625.02318341902,1.8493355646853615e-07
13,-80.0,16585654986.523268,5.266873122546602,398680.25236288755,658708.980743663,277153.96413247875,0.001561178447260536,13958.924942903977,13085.40847834479,2.627280073497218e-07
14,-85.0,4862344341.218531,5.266873692413613,374546.1183278383,669939.1920397702,267972.50424193614,0.0020241707803863814,17857.64101099025,18912.401097973692,3.8416399128493595e-07
15,-90.0,1345333915.4081538,5.266873859694586,336658.3828333658,628802.0184021358,241473.1666216573,0.002198708058849003,17651.320956274518,19324.156736881705,4.6360137062606555e-07
16,-95.0,435909419.2272535,5.2668734429856165,343154.2844724851,643115.6954759741,244411.90552886357,0.002981287901163017,24368.625369308516,25787.292058854597,6.125467306716814e-07
17,-97.0,316531568.9251448,5.26687267711607,384251.87230274087,567686.372932734,258247.49064793345,0.00447031560921727,40509.80652968539,30874.10068865295,7.612576462534548e-07
18,-103.0,83042205.0828102,5.266870919367496,398347.99825885176,592123.7377249572,257860.3543976154,0.005952771063625463,59297.35273907537,39508.60542848089,1.0047679221969474e-06
