,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,-25.0,5.565528057007576e+16,4.501105787576373,13866019.557994632,834253.198809478,839861.6773805305,0.0008425202498203629,1786589.6348209977,2921.435787568218,1.476606037442707e-08
1,-30.0,1.6811105614790826e+16,4.5011056936022165,9843992.742870832,835427.7143914839,821508.1608814291,0.0009557778006977675,1044028.280628005,3434.852097064955,1.7635948701411053e-08
2,-35.0,4988895941035776.0,4.501105745216969,6966102.000426258,841991.417048485,801021.0251805582,0.0011649602897648803,654372.3357509412,4338.011373902205,2.266627152636147e-08
3,-40.0,1468741179263505.8,4.501105838676696,5197061.177996123,842469.9949968671,771153.2278228772,0.0015029266973452836,497245.35168346297,5794.311641558772,3.151393812572678e-08
4,-45.0,419497912364146.2,4.501106080900157,3772683.5692377924,843724.3149157006,730550.2044276077,0.0013228730287051247,244871.77718008775,5411.961964601884,3.1000732647612494e-08
5,-50.0,118688598717644.25,4.501106312823607,2866965.7696352624,845396.4361513511,687900.2761894116,0.0009111886441068769,103687.85813493654,3961.253237835015,2.3973990792569566e-08
6,-55.0,33051542087989.785,4.501106448578268,2220395.941450532,839394.3703856757,639985.5060698254,0.0007638588617197172,58257.48059895821,3539.8478998133214,2.3207510579936752e-08
7,-60.0,9113209044182.81,4.501106409538298,1762631.927281896,843244.0570874615,597078.187974058,0.0006175240349124198,32933.11863171868,3078.884394556633,2.1617257317529948e-08
8,-65.0,2505850850321.951,4.5011065367956276,1438439.0719862764,845392.6344323313,554978.2276116034,0.0005693832999121023,22521.43843430071,3027.6209668478696,2.2927878262635204e-08
9,-70.0,681923499216.5844,4.501106571749799,1186411.2498985198,844031.1877608517,512847.5078358133,0.0006211103179703121,19097.28868424287,3586.0672776589636,2.9376671761838224e-08
10,-75.0,185517749496.68643,4.501106687923788,997600.9462826533,839448.8042086614,472104.76876313705,0.0007085757079022981,17651.450646470417,4391.163540796842,3.927708025486254e-08
11,-80.0,50903667054.11748,4.501106850202763,858905.6786470329,842482.1596286586,438885.6494043375,0.000841761243904859,17629.065446043736,5639.560563142528,5.412776626911864e-08
12,-85.0,13630312093.443249,4.501106668544205,730347.8157825357,840964.5530434493,402989.82208851347,0.0010297743465064839,17910.539928511716,7435.370993577293,7.808214608218123e-08
13,-90.0,3740494884.0809426,4.5011067405985505,641904.7495709088,836858.6886178382,372845.72182005376,0.0012476766405490173,19262.003542583785,9658.48547737964,1.1081384876376887e-07
14,-95.0,1146851520.5051143,4.501106729348349,624691.646507305,836670.7974296383,368995.6549870059,0.001601830228781314,23899.439653207664,12600.041841582977,1.4526114178181615e-07
15,-97.0,642356201.9333978,4.501107511635972,564147.83190626,813449.1386563124,343083.592988914,0.0021493613149679187,29243.6226256612,17165.865564887878,2.1889709511668798e-07
16,-99.0,397084348.0178782,4.501107556999852,554581.0577165319,818961.4831391838,341161.5697597048,0.0024110351437203674,32379.70793783141,19732.277042205562,2.5050838470264125e-07
17,-101.0,237414386.5885611,4.501107463511063,530490.9600445299,799628.9272465641,328238.98356538394,0.0026993769277096334,35557.872092336416,22180.07129685639,2.9778895882515144e-07
18,-103.0,159364174.66994148,4.501107280477244,558327.3466291274,818557.9653946589,342489.40319538105,0.002677604513976571,36408.23741074477,21837.915158611024,2.7587051043553856e-07
