,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,-15.0,1.2438843249705837e+17,6.833806529502438,3455454.6009113155,501425.857389544,589954.5190437831,0.0016195099315329375,267441.96450195834,3794.3202187491115,6.007235509031261e-08
1,-20.0,3.9091469363114264e+16,6.833806404228674,3372656.450206747,499270.595600876,587387.8635613905,0.0014164582331976318,221740.26515613496,3321.8510434081545,5.292474725138163e-08
2,-25.0,1.2058091773057944e+16,6.833806565230902,3075285.986402663,500071.0366540359,579481.5495723416,0.0012440079607376243,164422.34650557907,2988.656337116263,4.8061147062128384e-08
3,-30.0,3702755763394199.5,6.833806667118313,2781785.4847114906,494984.34637861035,565636.5227291452,0.0013839508711858432,154265.37101885164,3335.9173136695754,5.5406903065602364e-08
4,-35.0,1109851106002341.2,6.833806336913583,2362020.892350255,492427.5285387821,545425.9946653711,0.002431608022752649,215212.2565163914,6111.04837307788,1.0544512463184219e-07
5,-40.0,371552734110215.3,6.83380655369871,2813474.067083076,499557.50474091736,568744.8090241493,0.0008819688520835762,99325.40362577047,2168.1652918861946,3.549709859385075e-08
6,-45.0,112326583098609.08,6.8338066328137685,2445668.136798946,495779.34525485913,548861.3513724623,0.000850057022322214,75757.21369496174,2129.0483578700805,3.6365793043557915e-08
7,-50.0,33412602931529.188,6.83380696077609,2068072.585729557,501239.11327911494,529090.9581569931,0.0008276587792306879,55844.3763406151,2176.786714260117,3.833498052330242e-08
8,-55.0,9847806622456.557,6.833807560062675,1747319.0672970857,509803.56337778445,506455.4579004815,0.0008336457833003809,42810.10024435911,2302.850518679712,4.216886839714107e-08
9,-60.0,2731224649415.962,6.833807670053813,1339891.3942534025,507780.3213546604,466108.63786090043,0.0010481099287141715,36325.7951821906,3154.218378185178,6.264157192958919e-08
10,-65.0,705715598804.1477,6.833808521493075,963766.115649333,493690.89452242485,403609.55394233833,0.0010917161558137577,24344.98990277038,3596.273088597809,8.475821910991499e-08
11,-70.0,172804398917.31647,6.833808135209241,689085.8476558862,478272.5834582902,339689.27682011336,0.0012968175265882784,19180.196323873126,4719.333793725702,1.3746566285277595e-07
12,-75.0,44548245385.39983,6.833805661958426,548922.2181578624,489102.79405472317,307072.3438943646,0.0015065693556152657,17208.89796687779,6478.537235949538,2.01557258883156e-07
13,-80.0,14341484975.307415,6.833806272037374,559348.1187949942,496517.0633958235,308070.80636231333,0.0019461618697983064,23316.38232290873,8357.046692433185,2.5922045310267094e-07
14,-85.0,4004281131.9752107,6.833807805621376,492437.73702861986,491235.298399146,286445.4739658367,0.0024530858960898883,25574.68952547072,11080.485657094512,3.7346556780448736e-07
15,-90.0,1161852309.9600642,6.833809584659542,452963.7120914163,491601.38405553135,275383.841037706,0.003344339799914651,32310.53303841967,16187.465615740512,5.562251512714056e-07
16,-95.0,268325568.6647777,6.833808858241277,342151.1807464516,528121.2648261641,230443.3432457195,0.0036823462558791035,29074.49818688439,23063.41937577119,9.164773260295078e-07
17,-97.0,190928206.12872416,6.833809196121054,379384.7138073995,493764.53179589723,242670.83308185317,0.004698091401543401,41589.52873240487,25609.32693291013,1.0268805379354262e-06
18,-103.0,43525322.01806615,6.833809932548468,348924.0832606759,445804.13299532345,226788.01545347378,0.006144785343641277,48845.77128162916,30532.59975105885,9.113350571965384e-07
