,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,-15.0,4.413007534685536e+16,6.475751010638517,496850.28048009303,656963.8164077408,314478.726218593,0.00034588247525734936,3845.105472105148,2487.516750272014,5.505430777930087e-08
1,-20.0,1.4331858044966794e+16,6.4757511481826455,508669.22395111254,660697.2522402972,319925.4779860736,0.00024175825216915504,2730.947444188874,1720.071864224039,3.72455613018019e-08
2,-25.0,4541834506716475.0,6.4757514233418085,509635.62964747695,660745.5818198131,320225.06885300623,0.00023318273034498923,2642.899794628145,1658.2389605991775,3.5840248102658734e-08
3,-30.0,1420077931331123.2,6.475751536272706,504547.1715791345,658232.3405495868,317348.38561098225,0.0005488324168747201,6214.908803510072,3907.458245962276,8.559772357585871e-08
4,-35.0,438844036789999.5,6.475751584077994,494423.1032811718,659884.7257541002,313451.2305402154,0.000571203210323463,6388.279667336203,4155.586581927608,9.177852344777193e-08
5,-40.0,139000941222827.61,6.475751951206127,495129.6785273337,662783.7061464273,313838.8077718732,0.00032247863770423296,3606.00496662315,2356.0870729982853,5.1818373592027456e-08
6,-45.0,42246472099778.43,6.475752168514145,478326.651317274,665109.854853754,307387.502349089,0.0003887325008198636,4253.844515638892,2947.268928137026,6.571383703857236e-08
7,-50.0,12696874950343.188,6.475752178611885,457939.2977751846,665501.3097495656,298888.7826780664,0.0006195537647059454,6455.365677089372,4743.958384212572,1.0925638793679582e-07
8,-55.0,3730316026410.933,6.475752521794134,430560.4486926521,672602.9522656898,287200.59224086086,0.0006912126121329718,6952.283197009587,5653.17745129345,1.34256142203526e-07
9,-60.0,1063766321270.8278,6.475752490964616,395800.9380249349,665809.0320466658,271043.314433979,0.0007299720920621982,6770.86324163439,6180.593986411812,1.573792296483134e-07
10,-65.0,299103508954.20996,6.475752670463109,360817.49903345294,660009.3683906969,254020.00296721957,0.0009926869378947731,8614.36471658101,8915.683057459537,2.429574168516524e-07
11,-70.0,84601747828.94635,6.475752586047534,331372.86891289055,659361.2662567159,237811.9688705499,0.0012153199266681871,9950.204489561846,11404.73646691686,3.3478601224601334e-07
12,-75.0,24855122640.710808,6.47575226802927,313683.6093085517,667251.0596195359,230555.328338934,0.0017822107447948994,14005.54845906701,17841.57540555438,5.341482989251745e-07
13,-80.0,7410861678.615233,6.4757524360115735,300434.0709694369,668296.2715404592,223090.0185774318,0.0021713518626246897,16448.943701193843,22042.43920512998,6.838788468854773e-07
14,-85.0,2056348723.5815043,6.475752272189076,273511.51112875657,643915.151679315,205642.490443458,0.003043610250881655,22137.6894514999,31284.557344873552,1.0828849896782344e-06
15,-90.0,688947477.9141234,6.475752360819146,285004.4995569452,670088.235272914,214516.60267711812,0.0036178051637640067,27038.416828451853,38039.41711065022,1.2189338738366473e-06
16,-95.0,194689142.3169632,6.475752030029705,263176.6554122394,608560.7231739927,199035.548700255,0.0035002650742997675,24101.08586648648,34544.3216261185,1.2853592057382457e-06
17,-97.0,124618547.41218042,6.4757524741004335,265842.37323623523,644577.6922224751,200800.71588570453,0.005524921707261743,42162.54158089054,58324.82731342991,1.3527396394152902e-06
18,-103.0,30300255.74402374,6.475753718449582,259853.2894720808,647767.8857377616,193068.93476598812,0.0061397694868848135,46980.848008566914,61612.5104323948,2.3598702485472245e-06
