,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,-30.0,1.1249673396029552e+16,4.487488876038632,2629225.2678618915,804158.5925669469,618467.3182758108,0.0011911008879988783,136361.9535809569,5016.13231945748,3.627937683603477e-08
1,-35.0,3225553784497122.5,4.487488852189215,2165241.469841823,773266.7486966812,573236.973446335,0.002089819919804526,189421.08947057277,9077.42273699469,7.31933127440243e-08
2,-40.0,994769862433330.0,4.487488719302088,2068930.161976892,802204.7520730416,580592.2878691741,0.001243813089979824,96067.28506869916,5518.240480912151,4.2744895623059165e-08
3,-45.0,289130854186806.44,4.48748871535212,1793011.7238555271,816581.0735250018,563154.5007924603,0.0011334213365963583,70204.41697053029,5451.15248904028,4.2525604371235204e-08
4,-50.0,80958916177129.56,4.487488295278951,1491028.2052566267,801020.0637359597,523000.03834355663,0.001237639022920729,59018.74709582585,6163.967777941143,5.2937294547916736e-08
5,-55.0,20976311978143.844,4.4874885192638905,1147828.3946337397,780955.0761055888,466449.8422766052,0.001115606149508882,36889.10879245936,5875.466707444517,5.814756143251998e-08
6,-60.0,4455531101976.294,4.487488384997722,748065.5426735677,771738.6363987571,380727.13079694635,0.0011536838233051597,22243.235929487157,7203.723139616894,8.888211233681886e-08
7,-65.0,1267791005958.11,4.487488012369194,677207.3643432936,790889.8101450695,366199.24108445406,0.001401269111090649,23773.804458924336,9375.59047401254,1.1841623948072311e-07
8,-70.0,330647211648.0976,4.487488547346182,570852.9624562433,786756.6612486352,331741.57422521425,0.0016114126788536027,23236.90753541817,11907.67326424038,1.6563139659808712e-07
9,-75.0,79588246517.99469,4.487487654604634,456692.2805302783,813713.6632691658,292746.9939352751,0.0020268380394875152,23346.91334994341,17581.62149370578,2.7101402721996237e-07
10,-80.0,22900020669.02844,4.487488597987687,424510.3702692634,795140.3481409864,277281.4326050251,0.0027470795919515294,30411.61466893996,24482.93054737174,4.026964974812586e-07
11,-85.0,8028286089.076399,4.487488404271577,459817.93744519947,775368.9440008234,289126.99591808463,0.0037475184316675923,45316.709156233934,30594.619117967668,4.963578668082391e-07
12,-90.0,2278458983.782541,4.487488917458267,422875.78493200423,752124.2544294043,271494.16790873144,0.00431936522503701,49417.05513170577,35728.945830199285,4.160942594921835e-07
13,-95.0,833279261.5467523,4.487488109107247,473544.3524548356,812101.5875633609,299128.17826215224,0.005118989030943671,66909.19037667097,44336.234151475015,6.667450405117847e-07
14,-97.0,389730174.55810434,4.487488166492203,376852.59058674384,739277.8792174362,249615.82567781964,0.006998400981179418,72501.11584491987,57638.64065579651,1.1505444330595083e-06
15,-103.0,71552212.48232946,4.487488514144868,301672.5831902824,635018.8460743738,204517.07647129224,0.007308392759244557,63373.74753781117,55405.85560812242,1.5382859039902996e-06
