,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,-25.0,1.6966547232714516e+16,6.0680445246689185,6044782.653925375,478998.65143324743,491875.05930565513,0.0006179099180760412,393823.6339378655,1247.3256379276863,2.4840718815255514e-08
1,-30.0,5020443770700493.0,6.068044681241267,4140285.7971754535,478824.83015319635,473945.18716351193,0.0006605072424197587,206450.35985498363,1385.4953521174612,2.8622056724714184e-08
2,-35.0,1471721521673248.2,6.068044612248707,3016661.7256854717,482775.9328999463,458931.88574963517,0.0007078098041103132,121960.38977913279,1548.306908415223,3.277573679127954e-08
3,-40.0,453772601401649.94,6.068045119615415,2760231.2544156583,478186.19753901893,451577.2916504323,0.0004832512011164861,70399.93803356215,1066.194831364206,2.3066546006589306e-08
4,-45.0,131745761872496.44,6.068045515157643,2131259.9277318567,478285.75953776337,434029.88526151964,0.000999126037276552,94425.08816609392,2327.491644190799,5.2042647524785934e-08
5,-50.0,37832756227073.99,6.068046529961952,1679331.4191210247,482590.7061353068,413194.4148506907,0.0012817179716804958,81225.76349684037,3145.8706375283073,7.35246690197755e-08
6,-55.0,10728880485140.695,6.068047328676929,1341047.5515232608,480128.4377157002,385189.12326749426,0.0007565633234345603,33475.97446379927,1964.7037592629204,4.9685261238607836e-08
7,-60.0,3046026217984.487,6.068047846007263,1107900.0686324502,482775.49484207336,364249.7739394126,0.0005330027861635723,17419.709729450755,1468.5904664200498,3.916010982152329e-08
8,-65.0,854584552647.9619,6.0680484256240135,919947.7124209036,484029.6659976975,340664.0698785799,0.0006055368051215903,15363.903450591024,1799.2026347153005,5.126701996260863e-08
9,-70.0,240547018821.1308,6.068048271274903,782912.9818166563,482639.1537551405,320098.62662171497,0.000711385139560032,14480.426192243001,2247.757835687371,6.807052788104784e-08
10,-75.0,66894612971.23785,6.068048337036077,666406.650937184,485840.5343797664,300217.58597419877,0.0010483466937326036,17355.225132259424,3574.101241009019,1.1501064900443225e-07
11,-80.0,18878243595.357437,6.0680485906328245,584553.1383487725,481754.61005566816,281107.95275331783,0.0012794149526618376,17874.408517932985,4514.609334994224,1.5719803059255355e-07
12,-85.0,5683231751.63564,6.068048512268106,553923.6230922156,493818.72013892705,276008.7536185117,0.0016535502521839442,22078.819674475235,6242.204967902915,2.1609398004329705e-07
13,-90.0,1729190827.3386493,6.068048901122148,531599.3918660172,488172.99788382114,267668.5543144311,0.002184926716304335,28279.859596395632,8219.603600873786,2.97724495723628e-07
14,-95.0,530237086.6562683,6.068048649342691,514749.5282613379,485863.8552686679,263648.16342060955,0.002506052133169953,31235.470049251337,9534.308618062234,3.5150807065065237e-07
