,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,0.0,1.0235166899856142e+18,7.1960198488650295,504879.3635681985,240421.8681685543,265901.8747030367,0.0028691977857271153,24820.73748234019,5856.3087986642495,3.5020328503776454e-07
1,-5.0,3.5228753504235475e+17,7.196022091623213,579390.7309626099,238377.81033474553,284305.2896867707,0.001981593263080467,19726.237838672474,3700.7002062204992,2.086852504135095e-07
2,-10.0,1.2442711461119363e+17,7.196023321306586,709508.5029759582,238962.24144983155,311392.8505273432,0.002257433524406232,29084.640840444597,3825.427419001644,1.9798589168118497e-07
3,-15.0,4.271101387632176e+16,7.196024464245376,843422.495534843,235329.2355773374,335452.894461212,0.0021404812648666265,34800.87242478633,3379.8391308942228,1.623255529992207e-07
4,-20.0,1.4420849862545328e+16,7.196025037047059,986773.1927919827,236024.9991173128,357372.128034988,0.001018960077280583,20155.72289867734,1535.0484280174132,6.826156173644904e-08
5,-25.0,4654460484091762.0,7.1960252750012685,1040800.6282887674,235739.83970622314,363535.0460840026,0.00048496963332806,10511.35308509448,728.8632268960355,3.184534502764791e-08
6,-30.0,1470523748037303.2,7.196025407903587,1038269.1764868512,236867.92130623778,365000.5336394053,0.0009108393763574246,19698.07985376171,1377.6834673378034,5.956027138154241e-08
7,-35.0,459769263608026.06,7.196025480819627,1007748.3951641305,237380.48821186082,362757.60640978365,0.0009503213961888917,19708.508484398946,1466.9230215420248,6.335476143704e-08
8,-40.0,150094787043935.22,7.19602562919474,1097743.9596717802,237620.521416267,372954.23746552225,0.0004909474313151293,11315.453119114973,725.0393974007457,3.060413256150696e-08
9,-45.0,46153264951386.87,7.196025838182461,1017852.904976017,236337.98607738674,361808.7479217507,0.0006842557904319125,14405.881075927056,1043.8071651129867,4.554654253752233e-08
10,-50.0,14265630007831.354,7.196026032028627,960181.6943973628,237495.29922114743,355844.6924478124,0.0007476194438415667,14199.441223891801,1150.3009658225928,5.097004152077034e-08
11,-55.0,4379478073468.732,7.196026189765092,893578.297623471,237831.44430866613,345980.5770836955,0.000889644809029836,15540.016631385777,1426.7404990661307,6.47697202538211e-08
12,-60.0,1332078461863.161,7.196026044808943,817823.5827256542,237559.90789862725,332675.7069844044,0.001054650677464503,16378.467828098335,1733.0147164079244,8.233021731030021e-08
13,-65.0,398668727301.29193,7.196026140838215,728321.5884719435,235854.02245433285,317371.9363868329,0.001385376831792793,18466.87992960133,2375.9479177114554,1.183453068875906e-07
14,-70.0,117383710300.73203,7.196026192429734,635297.7204667113,234001.53716002757,296939.7165494326,0.00146395153394919,16530.689217687934,2649.1716013589175,1.4216685961798703e-07
15,-75.0,35030164600.146255,7.196026128755987,573852.014560239,236205.79388359742,283518.9016219823,0.0020445960275428114,20523.397664889926,3910.69899717503,2.1917451320518921e-07
16,-80.0,10351814868.683489,7.196026019273595,513880.1203510598,242029.49880151637,271140.52593959257,0.0022515434703489125,19515.636564199114,4624.714973800874,2.6707732825315134e-07
17,-85.0,3044012036.1363726,7.196026340475343,460411.83232881076,240973.7345910178,252889.39056076072,0.0030212224620648877,24093.076856925094,6585.61045502848,4.0905354037334973e-07
18,-90.0,911546958.3139297,7.196026131683432,426101.92610548035,235519.46542211692,237440.2925785464,0.0040160461912839215,30903.69788445515,8870.269339751161,6.069232663108437e-07
