,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,-30.0,6568937967982622.0,4.498590113109658,1532097.8715072204,474843.0017899391,422267.6490971707,0.0005040538565532227,25115.873258333886,1280.5142835389124,2.120887732104393e-08
1,-35.0,2065004472544804.5,4.498590262653498,1513116.718427656,476170.9634390639,420722.48377421376,0.0005575098532792982,27478.40195379057,1433.1165510680294,2.370098250992214e-08
2,-40.0,648122339011897.6,4.4985907316156135,1489637.1065215252,473017.1751790366,417555.0151525633,0.0004421358642523238,21231.89030939038,1133.0567068862729,1.9001349826908154e-08
3,-45.0,200705576735840.1,4.498590852491247,1427457.5866169457,473916.8316990753,413721.61817374016,0.0006371498843823605,28832.052387684118,1666.0759912083158,2.8066647672631007e-08
4,-50.0,61281243963038.984,4.49859133411372,1332984.81166766,476685.47448903933,406059.5604474439,0.0011142502885657143,45760.19618660258,2971.659592212527,5.083732101951455e-08
5,-55.0,18316298231687.23,4.498591740995141,1202108.8798792877,477504.2406838402,393271.5301352244,0.0008833064218836669,30805.645796129014,2433.847980142804,4.295119193642449e-08
6,-60.0,5437197327859.173,4.498592012918364,1079631.1233138393,474345.88699580793,376654.19744037226,0.0006188362525016439,18480.836263122503,1754.5363721941249,3.259023984014675e-08
7,-65.0,1586767856315.3423,4.498592012183193,952001.9050494392,477264.11482971505,360197.4386419869,0.0006841043086662699,17263.13685968134,2057.560010436224,3.9790261752159495e-08
8,-70.0,451041559552.60175,4.498592012603504,817513.6538851552,476668.4656078351,339652.8096093402,0.0006488908037706497,13176.060683549964,2059.3748981825775,4.2201314442991134e-08
9,-75.0,124905312102.48705,4.4985917675010505,688883.2954859871,473830.37459770276,313743.799263029,0.0008224144870475817,13431.778376889532,2768.950967728859,6.206003178022002e-08
10,-80.0,36431812677.22013,4.498591915897297,625651.9276263091,472388.49277916626,299899.9568120186,0.0010295959980727663,15074.587727943785,3639.585656625917,8.517203475832957e-08
11,-85.0,10128137413.44984,4.498591798176798,542063.5070615121,471804.36374224204,278633.2441758629,0.0012251834012640339,15271.556887459941,4635.634216252947,1.1739402250299236e-07
12,-90.0,3156066922.5074034,4.498592138379988,533633.8928167797,473692.4681556961,276591.19323900883,0.0015466684673624033,18809.376256301417,5844.576466343598,1.495380432814386e-07
13,-95.0,936675544.3385597,4.498591881639167,499441.75852612866,468357.9471802412,266365.8892555827,0.001846692871253748,21126.80535959825,7184.8281684549875,1.9163458553350665e-07
14,-97.0,394596749.86439806,4.498590173224455,342262.39063639607,470521.8862964193,216718.22762296206,0.002050769993949161,15742.171544822922,10092.848647633567,3.2407891836783165e-07
15,-99.0,241106308.69104707,4.4985899897423245,332988.74474514154,471014.8127503295,214846.43143172696,0.0020574057047393446,15337.714979306387,10529.343192863162,3.3775047558748383e-07
