,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,0.0,3.461048140598303e+18,4.498586315673063,591580.5724651864,465809.13606149703,293032.14037800237,0.0017561106883460635,23645.549890316674,6198.434905947535,1.5037867484579692e-07
1,-5.0,1.2234273386682301e+18,4.498587625751117,674518.0389795704,463561.19527181145,309673.45480796235,0.0011476407820615452,18050.360601459397,3760.133643356443,8.725525102448728e-08
2,-10.0,4.289275168932954e+17,4.4985882900484775,769189.9183741458,465778.7579511668,329945.0190253953,0.001342630229244008,24734.959738625796,4159.086160659033,9.04037431581628e-08
3,-15.0,1.5898059438226778e+17,4.498588954936935,964327.7908689526,468347.5941712275,361030.0465283127,0.001200604556387259,30226.37843559147,3430.2167986015556,6.777504157895464e-08
4,-20.0,5.67774141138372e+16,4.49858951978155,1177702.4513393021,470610.9840798297,387459.0068906841,0.001303386587933954,44019.90099227964,3490.2041818730067,6.405065544612398e-08
5,-25.0,1.946657048370389e+16,4.4985898796486525,1369089.0722090907,470485.0847791072,404708.1495519719,0.0009907626552722731,42486.52907088678,2564.7203895853017,4.4905194229727385e-08
6,-30.0,6502381852435270.0,4.498590113109658,1532097.8715072204,474843.0017899391,422267.6490971707,0.0005040538565532227,25115.873258333886,1280.5142835389124,2.120887732104393e-08
7,-35.0,2044258471834922.5,4.498590262653498,1513116.718427656,476170.9634390639,420722.48377421376,0.0005575098532792982,27478.40195379057,1433.1165510680294,2.370098250992214e-08
8,-40.0,641681019297547.9,4.4985907316156135,1489637.1065215252,473017.1751790366,417555.0151525633,0.0004421358642523238,21231.89030939038,1133.0567068862729,1.9001349826908154e-08
9,-45.0,198770904944526.8,4.498590852491247,1427457.5866169457,473916.8316990753,413721.61817374016,0.0006371498843823605,28832.052387684118,1666.0759912083158,2.8066647672631007e-08
10,-50.0,60720810291108.13,4.49859133411372,1332984.81166766,476685.47448903933,406059.5604474439,0.0011142502885657143,45760.19618660258,2971.659592212527,5.083732101951455e-08
11,-55.0,18163025923805.105,4.498591740995141,1202108.8798792877,477504.2406838402,393271.5301352244,0.0008833064218836669,30805.645796129014,2433.847980142804,4.295119193642449e-08
12,-60.0,5396303160881.043,4.498592012918364,1079631.1233138393,474345.88699580793,376654.19744037226,0.0006188362525016439,18480.836263122503,1754.5363721941249,3.259023984014675e-08
13,-65.0,1576481644522.01,4.498592012183193,952001.9050494392,477264.11482971505,360197.4386419869,0.0006841043086662699,17263.13685968134,2057.560010436224,3.9790261752159495e-08
14,-70.0,448712541160.846,4.498592012603504,817513.6538851552,476668.4656078351,339652.8096093402,0.0006488908037706497,13176.060683549964,2059.3748981825775,4.2201314442991134e-08
15,-75.0,124453943062.75046,4.4985917675010505,688883.2954859871,473830.37459770276,313743.799263029,0.0008224144870475817,13431.778376889532,2768.950967728859,6.206003178022002e-08
16,-80.0,36332816937.35556,4.498591915897297,625651.9276263091,472388.49277916626,299899.9568120186,0.0010295959980727663,15074.587727943785,3639.585656625917,8.517203475832957e-08
17,-85.0,10114374230.454016,4.498591798176798,542063.5070615121,471804.36374224204,278633.2441758629,0.0012251834012640339,15271.556887459941,4635.634216252947,1.1739402250299236e-07
18,-90.0,3152250453.8987226,4.498592138379988,533633.8928167797,473692.4681556961,276591.19323900883,0.0015466684673624033,18809.376256301417,5844.576466343598,1.495380432814386e-07
19,-95.0,936136692.9896513,4.498591881639167,499441.75852612866,468357.9471802412,266365.8892555827,0.001846692871253748,21126.80535959825,7184.8281684549875,1.9163458553350665e-07
