,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,-10.0,4.945911943045584e+17,6.036545764897417,2253573.040625035,602662.1675577431,478457.23896310176,0.0004438062186947702,46308.53055327898,1369.1522741016233,2.298546419865488e-08
1,-15.0,1.5889953245948653e+17,6.036545750595575,2341061.678078941,605073.1341861716,483916.51224015414,0.0005340168608796276,59226.52009002725,1634.5622144110966,2.7068869812296725e-08
2,-20.0,5.145333901287607e+16,6.036545765786656,2483963.947856964,605452.6764170437,490165.9777747289,0.0003936516694115176,47795.9264569669,1187.2324594312813,1.9404859052940537e-08
3,-25.0,1.6317783736750142e+16,6.0365457822130955,2502359.4836125975,608195.4836215421,492655.1450838099,0.0005449734063703332,67169.80053941952,1647.2373280368047,2.6683212972500314e-08
4,-30.0,5182127019260462.0,6.036545894741041,2530046.8841390894,610006.3108464631,494982.734770208,0.0007265352790003565,91773.79129359592,2196.923950015218,3.529451930717187e-08
5,-35.0,1617287146565615.0,6.036546090343399,2446025.5426640213,605156.1145759447,488744.4063119264,0.0007179638916883314,86366.3197989543,2175.9383202946046,3.560043726480444e-08
6,-40.0,514322733293466.6,6.036546069316262,2481361.598910991,609016.4035341996,492320.27572947723,0.0004277028941047995,51728.634442029055,1298.82664252643,2.0988237814378863e-08
7,-45.0,158305700302467.78,6.03654606507879,2319828.767911946,610442.6127821781,486115.7463633979,0.0006283051063656715,68443.92037873948,1943.383970237337,3.177967755618738e-08
8,-50.0,49499142505202.664,6.036546193981461,2257900.1249676947,610902.4323125727,484084.6902784304,0.0005901967903449623,61672.86418869486,1852.0316078595351,3.020937899833598e-08
9,-55.0,14551364309689.084,6.036546119079788,1919337.7517803623,609571.071219243,465626.3482079555,0.0007350294972708248,59807.53315923037,2417.2972134134034,4.0949196034034685e-08
10,-60.0,4141857431964.7085,6.036546151367851,1565379.9643456785,609083.127363482,441322.64277636143,0.0009041710018616707,52854.3917406206,3101.3411957237404,5.557378823795034e-08
11,-65.0,1183898375028.7444,6.0365461484352885,1319425.6113374364,608486.6289510521,419165.3893799138,0.0007756901224272082,34220.46749697975,2749.6509984574514,5.234074507143305e-08
12,-70.0,333625341093.7844,6.036546098436468,1109511.508754627,609747.8955517258,395962.8578176072,0.0011559539655967657,39717.17929216288,4341.4603676236,8.727481137782434e-08
13,-75.0,91974274613.86444,6.036545837240952,923238.6197975938,608969.2245424143,369121.4803332367,0.0015720426966568152,42389.90510431398,6327.890271896613,1.3658829267626516e-07
14,-80.0,25635384588.02725,6.036545910631425,792499.235624339,609549.1148933133,346211.8270963495,0.0018950636826156847,42058.4578042645,8135.656622901559,1.8731627182688726e-07
15,-85.0,7314511912.498129,6.036545692694327,706247.1749835269,603212.2152988233,326529.5910703378,0.0025363093184064683,49313.18514942902,11237.13804598886,2.773864551386396e-07
16,-90.0,2129601422.9343064,6.036545898574124,646975.2440498265,602145.7890680644,313508.80759925285,0.0031208413797920455,55611.80586712458,14590.393595321337,3.7487504300770524e-07
17,-95.0,649065614.4511191,6.036545926103527,622946.0767547915,609025.6448175847,309438.6043376627,0.0032070128395060384,54166.87580574944,15354.033044925309,3.962789003608691e-07
18,-97.0,386951941.48931235,6.036544528814154,588519.8721287757,606336.1143382997,299589.3587566708,0.004193634331034179,67818.98731644766,20443.2167232302,5.517280818878589e-07
19,-103.0,94887636.60577752,6.03654523896634,574772.84319991,599306.5672546308,295245.02587334835,0.006118951586460723,101598.38473832246,30108.87736614817,8.1308514854328e-07
