,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,-15.0,1.3110835270469941e+17,6.036694896552524,1522698.7882271628,626634.2668937044,444791.19714171404,0.001140880217530099,63454.352967345156,4059.6003166009905,7.06956360119193e-08
1,-17.0,8.240553972890237e+16,6.036695031325755,1512689.8761321001,627679.28083323,444375.4833796657,0.000675099843020372,36435.0065352181,2401.746121482458,4.1915606985298837e-08
2,-19.0,5.201477598567821e+16,6.036695180931964,1513703.1403058788,625257.9099164474,443432.8002183318,0.0008274569317917916,45088.1332797599,2936.558184815105,5.1461680250497466e-08
3,-21.0,3.3280136129350944e+16,6.036695324184058,1550513.566738873,621819.5656901412,444821.5748183813,0.0011666190772135375,66729.27158159646,4070.711400164175,7.162134085803018e-08
4,-23.0,2.1379195791772896e+16,6.0366954717345696,1600257.8207593195,622328.8349098887,449048.3648935024,0.0006962087533188535,41049.209862328134,2399.89989489608,4.186868185485082e-08
5,-25.0,1.3667204950734986e+16,6.03669558626394,1638260.848966867,624616.2903090322,453215.61824602156,0.0005337045823949215,32351.075897851028,1833.7183831437724,3.155925654141356e-08
6,-27.0,8618500511279649.0,6.036695628806938,1636571.7301206028,623776.7737270971,452698.3124044428,0.0007280805164200055,44368.18581596855,2498.044966892572,4.311425350067566e-08
7,-29.0,5462057161420406.0,6.036695747803385,1649759.1433320758,620954.3791443116,452663.916765209,0.0013596544088218187,85589.44660354196,4619.096548118745,8.025822140211858e-08
8,-31.0,3539134100613007.5,6.036695857624907,1732845.9187255593,617944.651116616,457385.3830072122,0.0009893504855358237,68514.50797692756,3404.662060410832,5.821481963153019e-08
9,-33.0,2309136021000742.5,6.0366958553288415,1848486.0420953624,623549.4198563006,468302.43091883714,0.0012583275094699559,96209.37305242498,4258.477496788022,7.068890539585482e-08
10,-35.0,1491379578114553.0,6.036695854041796,1937285.5458795105,625963.548114048,475490.21558086807,0.0010924161764602287,88951.48896722915,3654.636327968561,5.953840354067097e-08
11,-37.0,916412946998622.0,6.036695886811391,1837129.5836726974,628469.040805918,471228.1498842668,0.0009234009385068815,68678.86415318423,3166.834671352175,5.1762812702804695e-08
12,-39.0,569978312461372.5,6.036695783103369,1786543.3369817913,627176.1584478682,467132.5913504635,0.0007517155639053833,53215.39654243621,2595.4864841963863,4.2780589737390073e-08
13,-41.0,348589419970386.56,6.036695663639308,1684591.0755224465,629099.8456938724,461301.2550954607,0.0009389095177775781,61234.137934391154,3335.587014612509,5.521742263425722e-08
14,-43.0,205457583485210.06,6.036695644250661,1493666.749772169,615435.3556925501,439410.14853334706,0.001411417485076863,77115.82665535784,4959.735056956764,8.855831801213299e-08
15,-45.0,117715198713037.38,6.036695253626332,1279720.2455132727,600752.3862337588,412044.08003370976,0.001414269591247865,63035.28266876517,5169.660940860282,1.0034402908587481e-07
16,-47.0,68226627604092.38,6.036694687794257,1130546.9934001626,584068.3218757503,386785.31516103854,0.0009898807015801788,36495.92712468351,3589.382950277999,7.690499970181008e-08
17,-49.0,44597222058560.31,6.036693727738709,1188964.4925825903,598534.0273012138,398354.4359306667,0.0005452766664502106,21112.577791451244,1986.7415404510684,4.0452145633196324e-08
18,-51.0,37099683018351.61,6.036693739385823,1899453.0219422828,634389.8760438595,476515.9183089818,0.0005607205876189473,43395.017033060314,1923.4405715978937,3.078464416716997e-08
19,-53.0,23799690204280.89,6.0366939979728444,1964848.712857086,627658.4131285532,476964.18174960034,0.0006879665273450213,56855.55174686271,2310.104365713778,3.727423170118982e-08
20,-55.0,14500287402020.652,6.036694012123615,1831203.7068899898,622714.2652357565,466003.33569030865,0.0007403337525704976,55370.805189847015,2528.388149120263,4.195829816922014e-08
21,-57.0,8880415378896.482,6.036694063108863,1729368.440085342,628481.0209526473,462084.22081569576,0.0008243703178836935,56404.97622546856,2904.9352035389747,4.8064818791715425e-08
22,-59.0,5372187374671.418,6.036694047893519,1601304.5803030073,626155.8933538612,451348.03427691705,0.0008060266313981483,49264.01257419796,2913.971923027537,4.942285247722111e-08
23,-61.0,3244854473264.1865,6.036694207781193,1484826.7563163035,627946.0760145055,442523.74687481136,0.0006992039775916124,36858.68631781894,2519.0759497922845,4.389754160172288e-08
24,-63.0,1986286290375.794,6.036694284441519,1412218.4455989678,628986.1612754216,436175.33582788054,0.0007975371783833278,39424.11167475581,2957.215631930274,5.1958770619364714e-08
25,-65.0,1199359518689.492,6.036694284881288,1316986.5425014233,629851.1083466156,427260.81291584834,0.000939626682273914,42116.83639709838,3583.5765266984235,6.411511588311214e-08
26,-67.0,718091921469.5597,6.0366942772784205,1216747.0818880547,632365.5693669965,417310.9935978303,0.0009776845805939155,38179.670319088036,3761.3659685604507,6.912143657444858e-08
27,-69.0,426912169214.26886,6.036694606037336,1117476.7536073572,629324.2166489696,403795.6530097439,0.0011617897671038489,40743.07849930972,4617.924481252092,8.801970352578792e-08
28,-71.0,253933472723.04105,6.036694729577455,1031534.8315832635,625052.2673190446,390324.5086866187,0.0012278346111574549,39129.21847892937,5055.156753752381,9.98526168416447e-08
29,-73.0,149720680128.94568,6.036694436889233,945303.9474040321,625825.9426856649,377436.0841389782,0.0014116558242166552,39609.71210985887,5943.77067615604,1.2158578410748078e-07
30,-75.0,87696050275.12854,6.036694623658834,863255.0461687304,618875.8794324793,361457.67525040207,0.0014347401720127889,35340.42035613535,6091.964464952471,1.321523317443507e-07
31,-77.0,50559675119.505035,6.036694624927724,777923.3221704168,617208.1156074965,345150.5692387518,0.0014000338713558505,30540.760271084495,6304.806739817024,1.4324481867333816e-07
32,-79.0,30334910154.52551,6.0366941204601146,735881.9127127699,621327.2761847217,337599.1873500869,0.0014069056595400857,28155.33714349987,6438.8434233303415,1.492169934280696e-07
