0.000000000000000000e+00,3.623137381013337688e+01
7.800000000000000000e+01,3.742396508448039327e+01
9.300000000000000000e+01,3.640030209248466520e+01
1.080000000000000000e+02,3.696150313132226017e+01
1.230000000000000000e+02,3.774680427681879280e+01
1.380000000000000000e+02,3.783008532502473287e+01
1.530000000000000000e+02,3.709525180105107012e+01
1.680000000000000000e+02,3.835926844921615242e+01
1.830000000000000000e+02,3.628389256214922653e+01
1.980000000000000000e+02,3.802648708009356682e+01
2.130000000000000000e+02,3.587403807470126793e+01
2.280000000000000000e+02,3.686927942426268601e+01
2.430000000000000000e+02,3.574586745524673859e+01
2.580000000000000000e+02,3.182301347176670347e+01
2.730000000000000000e+02,3.114293547610347801e+01
4.030000000000000000e+02,3.058302552909412597e+01
4.180000000000000000e+02,3.059792493308579253e+01
4.330000000000000000e+02,3.051517890141913014e+01
4.480000000000000000e+02,3.109192473399017231e+01
4.630000000000000000e+02,3.433194251122399265e+01
5.250000000000000000e+02,3.445949568070666658e+01
5.400000000000000000e+02,3.281462806996910331e+01
5.550000000000000000e+02,3.533101868935835910e+01
5.700000000000000000e+02,3.751257306102997546e+01
5.850000000000000000e+02,3.838676516272568051e+01
6.000000000000000000e+02,3.728921670999827143e+01
6.230000000000000000e+02,3.521427772241884924e+01
6.380000000000000000e+02,3.775057959569226540e+01
6.530000000000000000e+02,3.848674529762300978e+01
6.680000000000000000e+02,3.715946094959356572e+01
6.830000000000000000e+02,3.910981996628922985e+01
6.980000000000000000e+02,3.860378609661312765e+01
7.130000000000000000e+02,3.681966255438094038e+01
7.280000000000000000e+02,3.721187406622736660e+01
7.430000000000000000e+02,3.720399558201835077e+01
7.580000000000000000e+02,3.913499949896270635e+01
7.730000000000000000e+02,2.014385238200950923e+01
7.880000000000000000e+02,2.312816028773019994e+01
8.030000000000000000e+02,2.023845403745788118e+01
8.180000000000000000e+02,1.998802308620976831e+01
8.330000000000000000e+02,1.835329919255910269e+01
8.480000000000000000e+02,2.422030607144003156e+01
8.630000000000000000e+02,2.239519130128111968e+01
8.780000000000000000e+02,2.237321421254801024e+01
8.930000000000000000e+02,2.208294165049469981e+01
9.080000000000000000e+02,2.095489643112627931e+01
9.230000000000000000e+02,2.186095608735559637e+01
9.380000000000000000e+02,2.407047216302607850e+01
9.530000000000000000e+02,2.366036169785071763e+01
9.680000000000000000e+02,2.382514031640324603e+01
9.830000000000000000e+02,2.272920535080515947e+01
9.980000000000000000e+02,2.264615374840527195e+01
1.013000000000000000e+03,1.886630316652847839e+01
1.028000000000000000e+03,1.702664178685243357e+01
1.043000000000000000e+03,1.437829439925635278e+01
1.058000000000000000e+03,2.122827109317275784e+01
1.073000000000000000e+03,1.343094091552948299e+01
1.088000000000000000e+03,2.696036514034860332e+01
1.103000000000000000e+03,2.831751408402467973e+01
1.118000000000000000e+03,2.655444869929293006e+01
1.133000000000000000e+03,2.760594951394444152e+01
1.148000000000000000e+03,3.345949187630976951e+01
1.163000000000000000e+03,3.468576719365012195e+01
1.178000000000000000e+03,3.552239143653811482e+01
1.193000000000000000e+03,3.398328974960207916e+01
1.208000000000000000e+03,3.418327425779570916e+01
1.223000000000000000e+03,3.386296570850628029e+01
1.238000000000000000e+03,3.112645438336702597e+01
1.308000000000000000e+03,2.684807188750879092e+01
1.323000000000000000e+03,2.573758587179891322e+01
1.338000000000000000e+03,2.562249515134818978e+01
1.353000000000000000e+03,2.778255192247803151e+01
1.368000000000000000e+03,2.822852388871098128e+01
1.383000000000000000e+03,2.781667353447598856e+01
1.398000000000000000e+03,2.530318725272362812e+01
1.413000000000000000e+03,2.608602826086331561e+01
1.428000000000000000e+03,2.453327646359027980e+01
1.443000000000000000e+03,2.470655464246785726e+01
1.458000000000000000e+03,2.422571945199903709e+01
1.473000000000000000e+03,2.396733393946197666e+01
1.488000000000000000e+03,2.552745487728915563e+01
1.503000000000000000e+03,2.550097248235829639e+01
1.518000000000000000e+03,2.593549205343438402e+01
1.533000000000000000e+03,2.779229706628235874e+01
1.548000000000000000e+03,2.542873037506695155e+01
1.563000000000000000e+03,2.465939574082693042e+01
1.578000000000000000e+03,3.098610927657125913e+01
1.593000000000000000e+03,3.273843383872948465e+01
1.608000000000000000e+03,3.056788917626099078e+01
1.623000000000000000e+03,3.123309658153177892e+01
1.638000000000000000e+03,2.428886927258215422e+01
1.653000000000000000e+03,2.406688306213911943e+01
1.668000000000000000e+03,2.367096312407245051e+01
1.683000000000000000e+03,3.815858108774438762e+01
1.698000000000000000e+03,3.447735440730594547e+01
1.713000000000000000e+03,3.404041905527034828e+01
1.728000000000000000e+03,2.671158222880245958e+01
1.743000000000000000e+03,2.907163401387152035e+01
1.758000000000000000e+03,2.992912407153101739e+01
1.773000000000000000e+03,3.226966023341212519e+01
1.788000000000000000e+03,3.475056578120977235e+01
1.803000000000000000e+03,3.374060450124242294e+01
1.818000000000000000e+03,3.661376681032061953e+01
1.833000000000000000e+03,3.874511495325355526e+01
1.848000000000000000e+03,3.694408577723738318e+01
1.863000000000000000e+03,3.209868803734188702e+01
1.878000000000000000e+03,3.307964501271457181e+01
1.893000000000000000e+03,2.746496261116188009e+01
1.908000000000000000e+03,3.346163307671368159e+01
1.923000000000000000e+03,3.664377070655219626e+01
1.938000000000000000e+03,3.430577454649736779e+01
1.953000000000000000e+03,4.309877749373788447e+01
1.968000000000000000e+03,3.812938987923061518e+01
1.983000000000000000e+03,3.710480477245825881e+01
1.998000000000000000e+03,3.795720284723034155e+01
2.013000000000000000e+03,3.732416035055416614e+01
2.028000000000000000e+03,3.807257113230662782e+01
2.043000000000000000e+03,3.325044542058110153e+01
2.058000000000000000e+03,3.399468867983809872e+01
2.073000000000000000e+03,3.371385601112566377e+01
2.088000000000000000e+03,3.173032897654723428e+01
2.103000000000000000e+03,3.628699749079081016e+01
2.118000000000000000e+03,3.730300701115539397e+01
2.133000000000000000e+03,3.586091013157503227e+01
2.148000000000000000e+03,3.428035279970664817e+01
2.163000000000000000e+03,3.434713265423117434e+01
2.178000000000000000e+03,3.768934500019050660e+01
2.193000000000000000e+03,2.977331851007241781e+01
2.208000000000000000e+03,2.807340752840154963e+01
2.223000000000000000e+03,3.237883604441191210e+01
2.238000000000000000e+03,3.303771232260594815e+01
2.253000000000000000e+03,3.266072472596157894e+01
2.268000000000000000e+03,4.046677265764174791e+01
2.283000000000000000e+03,4.051367887006735202e+01
2.298000000000000000e+03,3.762280404316843629e+01
2.313000000000000000e+03,3.400275980265216447e+01
2.328000000000000000e+03,3.766551034504162487e+01
2.343000000000000000e+03,3.885910116504658873e+01
2.358000000000000000e+03,3.759984756953619467e+01
2.373000000000000000e+03,3.661004144015352324e+01
2.388000000000000000e+03,3.846123084005408543e+01
2.403000000000000000e+03,3.843050833819737022e+01
2.418000000000000000e+03,3.293068533991864655e+01
2.433000000000000000e+03,3.935314721807738891e+01
2.448000000000000000e+03,3.773103195033444734e+01
2.463000000000000000e+03,4.029778902026655629e+01
2.478000000000000000e+03,4.048592318304731918e+01
2.493000000000000000e+03,3.859407594012981946e+01
2.508000000000000000e+03,4.061312329324811543e+01
2.523000000000000000e+03,4.137879074668301627e+01
2.538000000000000000e+03,3.966901254113581388e+01
2.553000000000000000e+03,3.971527092575231421e+01
2.568000000000000000e+03,4.037513008139458037e+01
2.583000000000000000e+03,3.885335507434323432e+01
2.598000000000000000e+03,3.944520378279976569e+01
2.613000000000000000e+03,3.892332418901255409e+01
2.628000000000000000e+03,3.551384203924074967e+01
2.643000000000000000e+03,3.446742934649186196e+01
2.658000000000000000e+03,3.518773988473471093e+01
2.673000000000000000e+03,3.553091268194106789e+01
2.688000000000000000e+03,3.479774938375869198e+01
2.703000000000000000e+03,3.632967000281057324e+01
2.718000000000000000e+03,3.671973760025807820e+01
2.733000000000000000e+03,3.624891034630172726e+01
2.748000000000000000e+03,3.727787011458059396e+01
2.763000000000000000e+03,3.832618832100422424e+01
2.778000000000000000e+03,3.734255529944939411e+01
2.793000000000000000e+03,3.616142986700573658e+01
2.808000000000000000e+03,3.637977392830986645e+01
2.823000000000000000e+03,3.799342822309980505e+01
2.838000000000000000e+03,3.472206959923062897e+01
2.853000000000000000e+03,3.408141043592927133e+01
2.868000000000000000e+03,3.822788807746497497e+01
2.883000000000000000e+03,3.809481716601388257e+01
2.898000000000000000e+03,4.015553282488851039e+01
2.913000000000000000e+03,4.016889283656406207e+01
2.928000000000000000e+03,3.612906828182208585e+01
