,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,-19.0,5.130977295684404e+16,6.036695233471444,1486185.2666831615,622299.7428194407,439204.0335557803,0.0004541310586429297,22542.515182653442,1522.8953838734888,2.7727737439420252e-08
1,-21.0,3.3169083489814516e+16,6.0366954019332635,1549466.6298910019,627798.5714494754,447300.3747503665,0.0005527879213932276,29190.575684440555,1850.3287536895368,3.2812190298159294e-08
2,-23.0,2.127029968405337e+16,6.036695515484798,1594384.0074698688,624505.3075517497,449444.5915806468,0.00027738816382979944,15240.90471489611,915.6109687971184,1.6254160684070484e-08
3,-25.0,1.350109079047605e+16,6.036695553935979,1611509.8975504187,624368.9450830668,450678.40917401866,0.00022741995334972802,12656.425737495534,746.0136869697599,1.324015297399228e-08
4,-27.0,8557915050341258.0,6.036695657791039,1624919.0619250662,623259.2922731963,451282.013822886,0.00025772267862362225,14555.14411820937,842.021058407845,1.493494927728989e-08
5,-29.0,5521821991226297.0,6.036695759871959,1692910.862311947,623426.1314078502,456597.64370422234,0.0005286099906107346,31963.22135248687,1702.4095190850785,2.985103098041009e-08
6,-31.0,3614220736767368.5,6.036695794425776,1815688.3055601448,624599.373552663,465675.7485686056,0.0005176589430876552,35086.23591547529,1649.8043578006327,2.8270106255945393e-08
7,-33.0,2350007362397708.5,6.03669586199791,1928385.7031071105,630551.0348999392,476753.292565661,0.0005589224400028029,41423.13753485889,1782.091497043497,2.945982657820423e-08
8,-35.0,1597560890583067.2,6.036695633091865,2268750.4674357264,630903.9038668842,494922.84937718924,0.0005578458496010135,54514.54995222995,1724.2125956246164,2.7259290824588334e-08
9,-37.0,1023327429416002.1,6.036695451452186,2350890.317520538,630946.3073616079,498732.3692108365,0.00044038435584180697,45326.958637580276,1341.0452100588009,2.1150830420424427e-08
10,-39.0,641889958447073.5,6.0366953613570855,2318273.716861392,634359.6924899725,499360.9101177412,0.0002735095876891413,27134.70658154972,837.2113020692486,1.3171010948553885e-08
11,-41.0,401228992918783.9,6.036695293207109,2267960.594148766,635210.371119591,497591.40235181205,0.00031888568708812395,30698.232082388364,988.1880239146994,1.551969486257576e-08
12,-43.0,248774513498364.72,6.036695222505246,2179173.5018492998,637059.9528239386,494329.50929983094,0.00040128624874700487,36074.287989057135,1255.05800188391,1.9785807658934118e-08
13,-45.0,152788216058407.56,6.036695213902738,2053626.4263598628,635915.4217239502,486925.906463654,0.00037656524234569075,30913.241501932964,1201.296127617592,1.9179026367055485e-08
14,-47.0,94197354167471.89,6.036695243166001,1955744.2807402231,639297.077158498,483309.11014646845,0.0004186615087846067,31564.146414976567,1354.6707214809721,2.1697803553877293e-08
15,-49.0,57003661835372.125,6.036695342190082,1798535.2379574543,637854.4973102941,472423.4956715108,0.00035367730174690984,23346.742128509562,1169.3460045980755,1.917003888962654e-08
16,-51.0,34178102239710.71,6.036695283297114,1634287.9007864578,634360.4607811254,458491.1893273887,0.00040642466168019784,23180.028898842633,1368.8741111408453,2.3247427982653335e-08
17,-53.0,20447797072986.85,6.036695052587623,1488777.2461099,632495.8728955949,445570.15248097497,0.00039419937092948816,19456.99005662906,1357.2867423023563,2.3800838633292187e-08
18,-55.0,12003345221183.002,6.036694979983373,1323764.2954986799,626007.8916187135,426574.77497266413,0.0003616316501693752,15053.921437740559,1279.4419502741657,2.3659037395873384e-08
19,-57.0,7109348473841.348,6.036694623095795,1202885.073516775,625173.8874172198,412474.82681497204,0.00035899980542045557,12958.666929583298,1301.478426675545,2.5013063620349385e-08
20,-59.0,4310599241544.051,6.036694391088194,1135895.0058987038,622800.984392732,403002.17170661455,0.000335168604261147,11184.247457601829,1235.5647732511861,2.4407212251276178e-08
21,-61.0,2873885164964.823,6.036694030905757,1230364.67221357,633069.1797639738,418502.35413457337,0.0003409993106826289,12658.29275174276,1245.5002174540423,2.3343162069977552e-08
22,-63.0,1872544968561.5212,6.036694049521446,1291688.3907221302,635656.6893358652,426699.3461783529,0.00038135042169162126,15220.38906687824,1380.0203331058146,2.5232837153055243e-08
23,-65.0,1142135490837.8662,6.036694201371831,1227201.0886363823,636671.6267483302,419855.7684569001,0.0004410289012447848,16332.096282334765,1627.1502123383107,3.014721006167065e-08
24,-67.0,685573410959.826,6.036694472335433,1141520.333755278,635326.01185178,408833.9342167957,0.0004369471389724535,14637.92868693173,1664.743886856595,3.1574087344665713e-08
25,-69.0,412909472367.4014,6.0366947992697675,1070156.2713227617,636338.9240276675,399706.2444204258,0.0004971283301160347,15228.365844557993,1932.3869414441288,3.753872679368442e-08
26,-71.0,241723165841.81784,6.0366946028395425,969512.2257236283,636681.0031823636,384904.9398771442,0.0005199718848735159,13901.820495418971,2099.1146653527394,4.233243888762672e-08
27,-73.0,136548205955.6688,6.036694413277922,846412.6530196001,634001.5306492783,362965.0880233385,0.0005867465531934246,13191.794785017963,2499.0947565229144,5.3627822182988893e-08
