4487351250.0,-9.92112350464,-17.0845527649
4487351750.0,-9.92943477631,-16.8514728546
4487352250.0,-9.94176959991,-16.9241600037
4487352750.0,-9.92638111115,-16.8009910583
4487353250.0,-9.94306182861,-17.121213913
4487353750.0,-9.93087768555,-17.0008888245
4487354250.0,-9.94255161285,-16.8165435791
4487354750.0,-9.93719482422,-17.0250873566
4487355250.0,-9.93471717834,-16.9852085114
4487355750.0,-9.9297952652,-16.9587993622
4487356250.0,-9.96236610413,-17.0417938232
4487356750.0,-9.94112682343,-17.0794258118
4487357250.0,-9.93352413177,-16.7596759796
4487357750.0,-9.91852283478,-17.018901825
4487358250.0,-9.93417739868,-17.0220127106
4487358750.0,-9.94096755981,-16.991399765
4487359250.0,-9.9075717926,-16.9673957825
4487359750.0,-9.93813419342,-17.0839004517
4487360250.0,-9.93152999878,-17.0766143799
4487360750.0,-9.95687961578,-17.0258197784
4487361250.0,-9.96563434601,-16.987449646
4487361750.0,-9.94035434723,-16.8889465332
4487362250.0,-9.92578029633,-16.9492435455
4487362750.0,-9.93377590179,-17.0149765015
4487363250.0,-9.92338848114,-16.9860553741
4487363750.0,-9.94339370728,-16.8718833923
4487364250.0,-9.92727851868,-16.9794273376
4487364750.0,-9.92562675476,-16.9273376465
4487365250.0,-9.92791557312,-17.0852775574
4487365750.0,-9.96586799622,-17.0079288483
4487366250.0,-9.93232631683,-17.1256198883
4487366750.0,-9.95830535889,-17.0135650635
4487367250.0,-9.91739654541,-17.0443534851
4487367750.0,-9.93254947662,-17.0490531921
4487368250.0,-9.95394229889,-17.1100139618
4487368750.0,-9.91993331909,-16.9768486023
4487369250.0,-9.91877555847,-16.9093284607
4487369750.0,-9.93926239014,-17.0189323425
4487370250.0,-9.92110061646,-17.0863952637
4487370750.0,-9.93013477325,-16.8298301697
4487371250.0,-9.93450641632,-17.055513382
4487371750.0,-9.93970775604,-16.9946098328
4487372250.0,-9.93212604523,-17.2277069092
4487372750.0,-9.92237472534,-17.0772342682
4487373250.0,-9.91563034058,-16.8841781616
4487373750.0,-9.93814563751,-17.0272464752
4487374250.0,-9.92952442169,-17.1006584167
4487374750.0,-9.92081546783,-17.1647129059
4487375250.0,-9.95648574829,-17.0675945282
4487375750.0,-9.91496276855,-17.1037063599
4487376250.0,-9.93928909302,-17.1497688293
4487376750.0,-9.94575691223,-17.0863513947
4487377250.0,-9.92094135284,-17.2269973755
4487377750.0,-9.90818405151,-17.0703544617
4487378250.0,-9.92649173737,-17.110162735
4487378750.0,-9.90980815887,-17.2689781189
4487379250.0,-9.94549655914,-17.1054649353
4487379750.0,-9.93405056,-17.0589313507
4487380250.0,-9.90990066528,-17.15599823
4487380750.0,-9.92743873596,-17.1980056763
4487381250.0,-9.94266796112,-17.247133255
4487381750.0,-9.9432888031,-17.1344013214
4487382250.0,-9.92850112915,-17.1888771057
4487382750.0,-9.94559574127,-17.113243103
4487383250.0,-9.93005943298,-17.2603912354
4487383750.0,-9.91767692566,-17.1720085144
4487384250.0,-9.91619205475,-17.3557491302
4487384750.0,-9.94169139862,-17.1327762604
4487385250.0,-9.93102931976,-17.0631103516
4487385750.0,-9.94267082214,-17.2602119446
4487386250.0,-9.9291601181,-17.2567901611
4487386750.0,-9.95016098022,-17.1321849823
4487387250.0,-9.92663478851,-17.1871166229
4487387750.0,-9.9484577179,-17.0551586151
4487388250.0,-9.92596721649,-17.2457523346
4487388750.0,-9.94512844086,-17.0978717804
4487389250.0,-9.93915653229,-17.261264801
4487389750.0,-9.90681362152,-17.1654376984
4487390250.0,-9.89948558807,-17.1104011536
4487390750.0,-9.93777942657,-17.2118396759
4487391250.0,-9.94392871857,-17.0818443298
4487391750.0,-9.92675209045,-17.1221542358
4487392250.0,-9.90331172943,-17.0825538635
4487392750.0,-9.9200296402,-17.2130432129
4487393250.0,-9.91197490692,-17.1201267242
4487393750.0,-9.92041301727,-17.2711086273
4487394250.0,-9.95757865906,-17.212310791
4487394750.0,-9.93054294586,-17.0856456757
4487395250.0,-9.92047691345,-17.3064517975
4487395750.0,-9.93867969513,-17.2174739838
4487396250.0,-9.9184627533,-17.1440830231
4487396750.0,-9.93814563751,-17.1513786316
4487397250.0,-9.91672420502,-17.2968196869
4487397750.0,-9.91415977478,-17.2227306366
4487398250.0,-9.94821453094,-17.274564743
4487398750.0,-9.92351341248,-17.1766147614
4487399250.0,-9.90933513641,-17.2119579315
4487399750.0,-9.93492603302,-17.2216854095
4487400250.0,-9.92711448669,-17.3665866852
4487400750.0,-9.95482158661,-17.1999931335
4487401250.0,-9.93273258209,-17.0963916779
4487401750.0,-9.90058708191,-17.3796386719
4487402250.0,-9.91658115387,-17.2663764954
4487402750.0,-9.92203426361,-17.1837043762
4487403250.0,-9.9278049469,-17.2154045105
4487403750.0,-9.93696403503,-17.3663902283
4487404250.0,-9.91048240662,-17.0862808228
4487404750.0,-9.93945884705,-17.1952266693
4487405250.0,-9.92127990723,-17.3855648041
4487405750.0,-9.92847728729,-17.2642936707
4487406250.0,-9.93513679504,-17.3351917267
4487406750.0,-9.92717552185,-17.2271652222
4487407250.0,-9.97758960724,-17.2396697998
4487407750.0,-9.92249584198,-17.3820095062
4487408250.0,-9.90582847595,-17.1304073334
4487408750.0,-9.92733955383,-17.4503803253
4487409250.0,-9.93529891968,-17.435426712
4487409750.0,-9.94890594482,-17.394947052
4487410250.0,-9.95754814148,-17.439874649
4487410750.0,-9.9209985733,-17.3885726929
4487411250.0,-9.93809604645,-17.4941425323
4487411750.0,-9.9318113327,-17.283613205
4487412250.0,-9.9328918457,-17.4476966858
4487412750.0,-9.92239570618,-17.5004005432
4487413250.0,-9.93177127838,-17.3345489502
4487413750.0,-9.91963672638,-17.3722057343
4487414250.0,-9.93034648895,-17.2798900604
4487414750.0,-9.91812801361,-17.3900260925
4487415250.0,-9.94211864471,-17.40807724
4487415750.0,-9.92140769958,-17.2919635773
4487416250.0,-9.89401054382,-17.3461360931
4487416750.0,-9.93241024017,-17.4965400696
