,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,-20.0,3.919345480693115e+16,7.245346226167739,2210106.40787873,788303.1757508463,614223.6104062877,0.0011715464430457707,91474.4936892651,4971.465013623238,5.854188600551424e-08
1,-25.0,1.3167444184759132e+16,7.245346762501197,2492767.6785416417,791368.780543278,633317.7171652574,0.0007704546341090434,72697.14824053412,3198.214503280935,3.639995505011484e-08
2,-30.0,4231653603199790.5,7.2453468361896025,2579035.146324629,790354.6810626991,639031.3923970814,0.0006550474065997491,64793.39247453166,2685.4250924882945,3.03387555078416e-08
3,-35.0,1334679432046964.0,7.245346886895215,2564733.401602932,789490.5859441612,637362.0200460125,0.001059822872730575,106084.27303924877,4364.492341904552,4.928916474966627e-08
4,-40.0,422355986758327.75,7.245346817518661,2568527.3867406286,796542.3320502962,642293.2451458562,0.0005441861812862018,53023.46375378268,2255.013211852638,2.509503538306035e-08
5,-45.0,125862152586536.38,7.245346963235995,2276458.523306714,797597.4792800527,622568.6265049052,0.0006609863174008943,53951.21962336544,2869.330262410338,3.274757265359085e-08
6,-50.0,37241599999692.11,7.245347125409877,2012110.1856512188,802808.6405858066,605109.9065945931,0.0007919067852970659,53084.41017420916,3587.757808713126,4.174250278765612e-08
7,-55.0,10520059422866.9,7.2453474052355915,1668125.339716954,806605.287886733,570572.9313678467,0.0011019165217836008,56522.363657420734,5347.863337755436,6.566981358702151e-08
8,-60.0,2723951847782.3765,7.245347772455057,1256531.4002711675,816650.5633570085,514986.0512298831,0.0013846190544991295,47286.00732743251,7434.362054203171,1.0076439416195626e-07
9,-65.0,778767225349.5046,7.24534682092016,1107922.048050625,816224.3001205561,487703.98927085043,0.001582710363820474,46405.072726448765,9043.979382752674,1.288750999250965e-07
10,-70.0,200795553186.17535,7.245347368753368,880363.7693805818,826790.1094951164,439444.3593517278,0.0020910240188982848,46374.39933437412,13359.155516349827,2.117098709675247e-07
11,-75.0,49111715369.66432,7.245347583148393,682382.4601362578,810162.6324419571,381209.1538153549,0.0021466542679735483,35984.54823513527,15330.685300171026,2.8302087340392745e-07
12,-80.0,13382359089.683218,7.245347548221439,596402.0404645507,821254.2705381634,354600.7104366195,0.00279607273389472,41024.523121968494,21805.98991603905,4.282449994619242e-07
13,-85.0,3780208423.2206087,7.24534747046684,541210.3335968641,811607.9529117405,333492.903871119,0.0037763058261535277,51558.199342529755,30800.52732301457,4.2917969800271294e-07
14,-90.0,963316833.0524749,7.2453476370315855,453953.4964917299,751273.8956487427,290224.0457964104,0.004225758244860347,49235.61841144279,34228.68879421789,8.882788105069039e-07
15,-95.0,323144374.0252429,7.245348039788776,475750.5262362929,760606.8813554535,296141.6194826245,0.005547181032087407,72362.12626428297,44508.72016460006,7.521125571230414e-07
