,Power [dBm],navg,fc [GHz],Qi,Qc,Q,error,Qi error,Qc error,fc error
0,-25.0,2.5855495286072364e+16,5.266626843155532,9111909.678621676,528433.0727477208,514406.7130443493,0.0005030474806992864,733427.0240097195,1102.2512674425961,1.7108389371855992e-08
1,-30.0,7829363768246404.0,5.26662685361897,6509747.051960813,533366.6832421221,507531.0729670471,0.0006615882816134728,506464.54839854594,1507.0508729602443,2.3409282512432128e-08
2,-35.0,2347602244143577.5,5.266626873354277,4790104.727344401,534562.2548223448,494308.48010483885,0.0008509359611510395,363799.52887216955,1976.2383199062897,3.159891814874527e-08
3,-40.0,720698973791549.9,5.266627188955327,4164410.2835344835,534778.3081463926,487168.5553805807,0.0008729377824745314,288372.119003979,2073.004446323146,3.352978694692865e-08
4,-45.0,213595456671054.47,5.266627438063804,3221599.319515633,533167.412981598,469712.4903739123,0.0007541557094893615,153830.67972197197,1838.8974333881633,3.0957308716494936e-08
5,-50.0,62846262037774.836,5.266627402648368,2555818.9051139345,534724.322317368,453368.52923519764,0.0005766531499671604,77837.55229364708,1480.8102890625596,2.5705307216128404e-08
6,-55.0,18336545273480.594,5.266627006995313,2061603.772056716,535151.1058112383,435046.6583368336,0.0005271428621405062,49020.37177902507,1409.4557017752668,2.5508368750593036e-08
7,-60.0,5246017444236.485,5.266626855491876,1647116.992475869,538776.7073236156,415347.54118130583,0.000692347255890918,44053.117293140385,1941.7409503761446,3.668772485809768e-08
8,-65.0,1463124520112.4019,5.266626831938786,1300174.6510604478,535158.349702611,387100.8736786718,0.0006697428502842885,29619.510076181265,1999.1434553347062,4.074839132783836e-08
9,-70.0,410993429475.8075,5.266627159578344,1073501.939150464,536250.0071708494,364807.08184620243,0.0006609929671812502,21797.812419423135,2091.3163813424762,4.517881802001966e-08
10,-75.0,101516031290.6547,5.2666275893436945,767552.0326152812,533772.6999512211,320875.41889934265,0.0008272577876401232,17089.42158512154,2938.5401264311513,7.257525513892915e-08
11,-80.0,26880737334.61568,5.266626651527451,625230.8559131896,531959.3481365313,291690.90794299275,0.0009584001834463955,15380.796017367742,3705.810596713447,1.0129416505577638e-07
12,-85.0,7605114752.431979,5.266626815766853,555793.4204121483,539999.7047318892,277571.0714991982,0.0011890155804610743,16536.058126718155,4950.080800971715,1.4037355011708996e-07
13,-90.0,2491430338.3306127,5.266626960172911,576504.2636196483,540566.6082604545,283034.68864401523,0.0015216545729028043,22210.93857567059,6231.2934849197045,1.7342741909232018e-07
14,-95.0,595013188.1465837,5.266626906815132,438371.833627305,532771.4969392887,243618.26999437067,0.0017383170491925449,18683.352618609322,7990.049938752898,2.623395021217334e-07
15,-97.0,358103448.725318,5.26662647655804,420003.7345841348,524444.2596071222,237003.90041674787,0.0026011652220637835,27167.167788513994,12029.211715672165,4.1032682851493973e-07
16,-99.0,219046180.95325825,5.266626793788447,408541.44906047144,521359.9821419938,232520.9283203799,0.0027541734298954187,27821.048238763236,12704.726010448649,4.447509693861207e-07
17,-101.0,136170926.57706034,5.266626352829279,403211.57354016724,518721.2251891947,231356.4030417061,0.003114025559203257,31092.463460909203,14509.372117045219,5.105749956157979e-07
18,-103.0,85743571.42460881,5.266626956020955,402489.97480797145,512421.33788433025,228224.52225497048,0.00357647454483658,36573.17912238481,16326.304768790258,5.937667957311987e-07
